idno,country,polnews,internet,trust1,trust2,trust3,polint,trustparl,trustlegal,trustpolice,trustpols,trustparties,trusteuparl,trustun,leftright,satlife,satecon,satgov,equality,happy,unsafe,badhealth,natattach,eurattach,relig,religatt,prayer,becomeold,gender,age,marital,domicile,education,working
52936,uk,60,,9,8,9,4,0,0,10,0,0,0,0,0,10,0,0,2,10,1,2,8,8,0,7,7,65,1,81,4,3,10,0
52979,uk,10,60,7,6,6,3,5,7,7,5,5,6,6,5,4,3,4,1,6,2,1,6,4,2,7,6,75,2,55,,3,19,1
53002,uk,5,60,8,8,9,3,10,10,10,7,6,8,8,5,10,7,6,3,10,2,1,8,8,5,6,6,80,2,45,6,3,21,1
53011,uk,60,60,0,5,5,2,7,8,6,7,7,0,7,5,8,3,8,1,8,3,1,10,8,6,7,7,70,2,67,5,3,12,0
53045,uk,0,120,8,7,3,4,5,7,8,5,4,6,9,4,8,,7,3,9,3,1,5,8,3,6,6,0,1,23,6,3,10,1
53047,uk,60,65,7,8,8,2,3,5,6,3,3,4,5,4,8,5,3,1,8,2,2,6,5,3,5,1,70,2,60,4,2,13,1
53107,uk,10,210,0,1,7,3,3,2,8,1,1,1,1,5,7,4,4,2,5,4,3,8,5,0,6,6,70,2,35,4,3,16,1
53214,uk,20,120,7,9,7,3,8,8,9,6,6,6,6,5,8,7,7,3,8,2,2,7,2,0,7,7,65,2,28,6,3,13,1
53280,uk,30,90,5,6,6,2,7,7,7,6,6,7,8,4,8,6,3,2,8,1,2,7,7,2,7,7,70,2,38,,3,18,1
53289,uk,1200,600,9,8,8,2,7,9,8,6,3,4,6,4,7,7,5,1,8,2,1,7,8,0,7,7,65,1,42,6,2,15,1
53303,uk,1200,360,8,4,7,3,6,7,7,5,7,7,7,4,0,6,3,2,0,1,1,9,8,2,3,7,70,2,49,,2,19,1
53313,uk,15,360,6,7,8,2,1,1,4,0,0,0,2,5,8,5,0,4,8,1,2,5,1,9,2,1,70,2,57,,5,19,0
53356,uk,120,240,7,7,6,2,7,9,7,5,7,5,3,7,9,5,2,4,7,1,2,6,6,2,6,7,80,1,60,,4,22,1
53382,uk,0,420,7,5,8,4,7,9,6,7,7,7,7,10,7,8,7,2,8,2,1,2,2,2,7,7,55,2,17,6,2,12,0
53391,uk,60,60,7,7,7,1,4,7,7,4,3,4,7,5,8,5,4,2,9,2,2,9,9,5,6,6,75,2,67,,4,17,0
53407,uk,60,,2,10,9,4,2,2,1,0,0,0,0,,2,2,0,2,4,2,5,0,0,0,7,1,79,2,90,,4,8,0
53461,uk,30,300,8,7,3,2,3,8,8,1,1,5,8,3,9,3,2,3,8,1,1,7,6,1,7,7,70,1,29,,3,18,1
53498,uk,60,120,7,7,6,3,5,7,5,3,2,3,3,8,3,5,5,2,6,2,2,5,7,8,3,3,60,1,59,4,1,10,1
53500,uk,60,120,7,5,2,2,3,10,10,0,0,5,10,4,8,6,5,2,10,2,3,4,0,10,4,1,60,1,63,,3,10,1
53514,uk,0,120,7,8,7,3,2,4,7,1,1,,,5,9,3,3,2,8,2,1,6,5,8,4,1,70,2,49,,3,14,0
53540,uk,60,,6,8,10,3,2,9,10,0,10,0,0,10,10,8,1,2,10,2,1,10,10,7,3,1,70,2,78,,1,16,0
53546,uk,120,120,0,2,2,2,0,0,0,0,0,0,0,10,9,1,2,3,8,1,2,9,0,0,7,7,70,1,65,,4,18,0
53555,uk,120,180,5,7,8,2,6,8,7,5,6,0,6,8,10,7,7,4,9,2,1,6,0,0,7,7,70,1,76,6,3,11,0
53568,uk,0,120,5,5,7,4,10,10,10,10,10,10,,,7,,,1,8,2,2,0,0,3,6,7,60,1,19,6,4,12,1
53593,uk,120,600,8,5,5,3,6,7,8,6,6,6,7,5,9,7,6,2,9,3,1,8,5,3,5,7,80,2,27,6,1,16,1
53699,uk,30,120,8,8,9,2,7,7,9,5,5,7,7,5,5,5,5,2,5,1,2,9,9,5,7,7,60,2,39,,3,17,1
53730,uk,180,300,5,4,7,3,5,6,7,3,4,4,4,4,7,3,1,1,4,2,1,4,4,0,7,7,70,1,56,4,3,13,1
53741,uk,120,60,10,8,8,2,1,8,10,1,1,0,8,10,8,8,5,2,10,4,3,10,0,5,7,3,70,1,70,,1,10,0
53780,uk,60,480,4,7,5,1,3,6,6,2,4,1,4,3,8,4,3,3,7,1,2,8,2,1,7,7,60,1,23,6,4,11,1
53781,uk,5,45,6,4,7,4,4,4,7,2,2,1,8,5,7,6,7,2,8,2,3,10,4,0,7,7,65,2,59,6,4,13,1
53821,uk,0,360,2,7,5,4,5,6,5,4,4,5,5,,9,7,6,3,9,4,2,5,5,0,7,7,50,2,19,6,3,13,1
53830,uk,30,360,8,7,8,2,5,7,8,5,5,5,5,5,7,7,3,1,7,1,3,9,8,6,6,7,70,2,55,4,4,15,0
53831,uk,60,180,4,5,6,3,2,5,7,2,2,1,2,5,5,2,2,1,7,2,2,8,7,3,7,7,70,2,52,,3,11,1
53962,uk,90,120,9,9,8,3,6,7,7,5,5,7,8,4,8,5,5,2,9,2,2,9,10,8,5,4,100,2,79,,3,11,0
53985,uk,60,20,8,5,5,3,1,2,7,0,0,0,2,5,7,5,3,1,6,1,2,8,3,5,6,6,60,2,62,1,4,16,1
53991,uk,180,,10,,6,2,5,9,10,,5,,8,10,8,,6,1,6,1,3,0,0,0,7,7,80,1,82,6,3,10,0
54063,uk,60,60,7,7,7,4,3,6,7,1,2,0,5,5,7,6,4,2,8,2,2,8,0,5,6,7,70,2,60,,3,11,1
54114,uk,240,360,4,4,7,4,5,5,8,4,4,4,8,,6,5,4,2,7,3,3,7,5,2,7,7,80,2,58,6,2,12,1
54175,uk,60,180,7,8,9,3,8,9,9,6,6,3,7,7,8,8,8,2,9,1,1,9,5,7,6,7,80,1,73,,3,11,0
54232,uk,0,,3,3,2,3,0,0,5,0,0,0,0,6,1,0,0,2,2,8,4,3,0,0,7,7,65,2,54,5,1,12,0
54236,uk,30,180,4,7,4,3,0,5,7,3,3,2,3,,8,5,2,3,7,2,2,6,3,1,7,7,70,1,29,,3,16,1
54265,uk,60,600,3,8,7,2,9,8,7,7,6,3,7,6,9,6,7,3,9,1,1,10,7,8,3,3,70,1,63,,3,18,1
54283,uk,60,600,7,7,8,2,4,7,10,2,2,4,7,5,10,8,5,4,10,1,3,10,5,0,7,7,60,1,25,6,4,17,1
54296,uk,60,120,10,10,10,3,8,9,10,8,8,9,8,1,9,5,5,1,9,1,1,8,9,3,7,7,0,2,46,4,5,18,1
54308,uk,30,120,3,5,3,2,3,5,10,4,4,3,2,5,5,7,3,1,5,1,2,10,2,0,7,7,60,2,16,6,2,12,1
54354,uk,0,600,8,5,1,3,8,4,10,5,5,5,5,5,10,8,6,2,10,2,3,7,5,0,7,6,60,2,23,6,2,13,1
54435,uk,60,180,5,4,3,2,5,3,3,3,2,2,3,4,10,5,3,3,9,4,1,9,4,7,5,7,65,2,63,,4,18,1
54440,uk,60,150,7,8,6,4,0,7,8,0,0,0,0,0,9,5,1,2,9,2,1,4,6,0,7,7,70,2,53,,3,11,1
54465,uk,120,60,7,7,7,1,2,2,6,2,2,0,0,5,5,6,1,5,7,2,1,10,0,8,7,1,80,1,69,,1,13,1
54610,uk,0,120,6,5,5,3,4,5,7,5,5,5,5,6,9,6,6,2,8,2,2,6,5,1,7,7,75,2,19,6,3,13,0
54634,uk,270,360,6,4,4,2,4,6,8,2,2,0,6,8,5,3,0,1,5,2,1,10,4,8,4,4,75,2,61,4,4,17,1
54647,uk,30,,0,5,5,1,5,2,7,6,,,8,,7,6,5,2,10,4,3,10,10,10,2,1,70,2,80,1,3,11,0
54669,uk,60,120,2,2,5,2,0,5,6,0,0,0,5,5,4,0,0,1,3,1,4,0,0,8,2,1,85,2,50,6,2,19,0
54694,uk,0,240,5,0,4,2,2,3,4,3,2,,0,3,2,1,1,1,2,2,5,10,0,4,7,6,66,1,50,6,3,16,0
54726,uk,30,,4,5,6,3,3,4,6,2,2,1,3,6,7,5,5,2,7,2,2,9,3,3,6,7,75,2,66,5,3,10,0
54761,uk,120,300,7,7,7,3,7,7,7,7,7,7,7,10,8,8,8,2,9,2,2,8,8,8,3,3,65,1,33,,1,17,1
54773,uk,60,90,7,7,8,3,6,9,8,6,6,5,6,5,9,8,7,5,9,2,2,9,9,4,5,4,90,1,72,,4,17,0
54776,uk,30,60,7,7,7,3,6,8,8,6,4,2,6,7,8,7,7,4,8,2,2,9,7,7,7,6,75,2,67,,4,14,0
54824,uk,15,20,5,5,6,2,5,9,10,5,5,5,5,5,10,7,7,1,0,3,3,8,9,5,7,7,60,2,27,,3,14,1
54840,uk,10,360,2,5,2,2,1,4,8,0,0,0,0,7,0,1,1,4,1,2,5,3,0,0,7,7,75,2,47,,2,11,0
54893,uk,120,,0,5,0,2,3,4,3,1,0,7,7,5,7,5,6,4,8,2,2,9,6,5,7,7,80,1,83,5,2,11,0
54954,uk,60,120,5,7,5,3,5,7,7,4,5,5,7,3,7,6,7,1,8,2,2,8,7,9,5,1,57,2,47,1,3,23,1
54958,uk,0,60,8,8,9,2,,10,10,5,,,,,8,8,7,4,9,1,1,8,8,10,1,1,90,2,50,4,1,18,1
55028,uk,60,,7,10,8,2,5,9,10,5,4,5,7,5,10,4,3,1,9,2,2,9,5,10,3,2,70,2,70,,2,10,0
55039,uk,60,180,4,4,6,3,4,6,8,3,3,4,6,7,8,4,4,2,8,2,2,6,5,2,4,7,80,1,39,,4,12,1
55052,uk,90,120,4,6,7,2,6,8,8,5,5,5,7,7,7,3,3,4,8,2,2,8,4,4,7,1,70,2,54,,4,21,1
55106,uk,0,60,5,7,4,3,1,6,8,2,1,0,5,5,7,6,0,1,8,4,3,9,1,4,7,6,80,2,78,5,3,13,0
55122,uk,25,210,3,4,5,4,3,5,8,4,3,3,4,3,6,3,4,1,7,2,3,5,5,0,7,7,60,2,35,6,3,11,1
55147,uk,0,30,1,5,3,3,2,5,7,1,1,,,,10,3,3,2,9,3,4,10,9,10,3,1,80,2,73,5,2,10,0
55149,uk,1200,60,7,7,3,3,4,8,6,2,2,2,6,6,7,4,5,4,8,1,2,6,3,2,7,7,65,1,49,,3,13,1
55152,uk,60,60,4,4,3,2,2,3,8,2,1,0,5,7,3,3,2,2,3,2,4,10,0,0,7,7,70,1,60,4,3,13,0
55159,uk,5,300,5,8,8,1,1,7,9,1,1,1,5,5,4,7,1,3,8,1,1,8,1,8,5,1,75,1,42,6,3,17,1
55227,uk,180,120,10,10,5,1,6,7,5,7,4,1,5,6,10,7,3,3,9,1,1,8,7,6,5,6,70,2,44,,4,19,1
55235,uk,60,60,8,7,7,2,8,9,9,6,5,6,7,3,7,4,2,2,8,1,2,6,7,1,7,7,8,1,44,6,4,16,1
55239,uk,60,60,7,7,6,2,5,7,7,7,7,5,7,3,10,7,4,2,10,2,2,9,3,5,7,7,70,1,67,,3,10,1
55279,uk,90,180,3,5,5,1,6,8,9,3,2,8,9,3,7,4,2,1,7,2,2,7,8,1,6,7,80,2,56,4,3,25,1
55283,uk,0,,0,7,1,3,0,3,0,0,4,0,9,,9,0,0,3,5,3,3,10,2,3,7,7,80,2,71,5,4,9,0
55322,uk,60,185,3,5,5,3,7,8,9,6,4,4,4,5,9,7,7,3,8,2,2,7,5,8,2,1,60,1,44,,3,19,1
55330,uk,60,240,3,5,4,2,3,6,10,2,3,5,5,5,4,3,1,2,8,2,2,8,6,8,4,2,65,2,41,,3,16,1
55344,uk,60,120,3,3,3,1,0,1,3,2,2,1,1,0,3,0,0,1,3,2,4,3,0,6,7,3,70,2,56,4,4,16,1
55393,uk,39,480,4,7,8,2,6,8,9,6,6,5,7,7,8,7,6,4,8,2,1,8,7,0,6,7,75,1,36,,3,17,1
55408,uk,0,,3,3,6,4,4,2,8,1,1,1,2,,10,4,2,2,10,3,1,7,4,2,7,7,70,2,81,5,2,17,0
55416,uk,60,120,7,7,4,2,5,7,8,3,3,4,6,3,8,6,4,2,9,1,1,5,5,6,5,4,80,2,50,1,3,25,1
55485,uk,60,180,8,7,5,2,5,5,7,3,3,5,5,0,7,4,1,1,7,1,2,6,6,4,6,6,82,1,26,6,3,17,1
55547,uk,60,420,2,5,7,2,3,5,5,1,2,2,2,2,6,3,3,2,7,3,1,4,4,0,3,7,80,2,17,6,3,12,0
55571,uk,60,180,5,7,8,1,8,8,8,7,7,3,7,7,9,8,8,1,9,2,2,9,3,7,6,4,65,2,54,6,3,16,1
55654,uk,60,210,6,6,6,1,4,8,8,6,6,6,8,3,8,4,3,2,8,1,2,6,4,10,6,1,80,1,64,,5,14,1
55707,uk,60,180,8,7,7,2,4,8,8,3,4,5,7,7,7,6,5,2,7,2,2,8,7,4,6,7,70,2,48,,4,14,1
55722,uk,270,180,3,3,3,2,5,5,5,4,4,4,5,5,8,7,7,4,8,1,1,8,8,4,7,7,60,1,42,6,2,18,1
55770,uk,0,480,7,7,8,2,3,7,6,3,3,2,6,5,6,2,1,2,7,1,4,10,8,0,7,6,70,1,40,,2,16,1
55782,uk,30,60,7,7,7,2,7,8,8,7,7,7,8,,8,6,6,3,8,2,2,8,7,6,5,5,60,2,49,,3,16,1
55831,uk,45,,3,4,3,2,1,1,3,0,0,0,0,10,8,2,4,3,9,4,1,8,1,8,4,1,65,2,,6,3,11,0
55848,uk,5,,7,5,5,3,3,6,5,3,3,0,2,4,8,3,3,2,10,2,2,10,7,4,7,1,67,2,74,,1,10,0
55858,uk,0,720,4,6,4,4,6,7,5,5,5,3,,,5,,,3,9,3,3,6,6,2,7,7,64,1,16,6,3,12,0
55872,uk,60,180,6,6,7,3,7,8,6,0,6,5,5,2,10,6,6,3,9,1,2,5,5,0,7,7,68,1,26,6,4,14,1
55876,uk,90,240,9,9,7,1,6,7,7,4,4,7,6,3,9,3,3,1,9,2,2,5,8,7,3,3,70,1,46,,3,19,1
55886,uk,540,120,9,7,7,2,7,7,8,5,7,5,7,6,10,7,6,1,9,2,1,9,7,0,6,7,70,2,45,4,2,11,1
55951,uk,120,720,5,7,7,2,6,8,9,3,3,0,7,5,9,4,4,3,9,1,1,10,2,0,7,7,65,1,34,,4,12,1
55968,uk,30,120,7,5,8,3,5,5,5,5,5,5,5,,7,5,5,2,8,2,2,5,5,6,6,7,80,2,31,6,3,13,1
55993,uk,0,480,0,,7,4,0,0,0,0,0,0,,0,10,0,,3,10,3,1,3,3,0,7,7,70,2,18,6,3,13,0
56033,uk,60,120,7,6,8,2,0,5,5,2,2,6,3,2,5,2,2,1,6,2,2,2,9,8,7,1,50,2,60,6,3,15,1
56062,uk,180,120,7,8,7,2,6,7,8,5,5,6,7,3,7,7,5,1,9,2,1,6,7,2,6,7,70,1,42,,1,16,1
56065,uk,60,60,8,8,7,4,7,7,6,4,4,4,4,7,9,5,5,3,9,2,2,7,4,6,5,2,60,2,74,5,3,11,0
56094,uk,240,,0,5,5,2,7,5,8,8,5,3,3,2,10,9,6,2,8,4,3,10,5,5,7,1,65,2,87,5,3,9,0
56233,uk,15,60,8,9,9,2,5,7,8,4,4,4,5,5,8,6,6,2,8,2,2,8,8,8,4,1,65,1,83,5,2,14,1
56250,uk,60,60,8,7,6,1,4,8,9,3,3,3,5,4,9,7,2,1,9,2,1,10,8,3,6,6,65,1,34,,2,19,1
56278,uk,240,240,2,4,3,2,3,0,2,0,0,0,3,7,4,5,1,3,6,2,2,10,0,2,6,6,80,1,49,,3,16,1
56303,uk,150,45,8,8,6,1,4,7,6,4,3,4,8,4,9,4,1,1,9,1,2,8,8,0,7,7,68,1,70,1,3,17,0
56365,uk,15,,1,3,4,4,4,3,5,2,1,0,0,3,3,3,4,3,2,2,1,4,3,4,5,6,65,2,79,5,4,11,0
56439,uk,30,,7,6,4,3,5,8,8,4,4,3,6,5,5,6,4,4,4,2,2,8,4,6,5,5,55,1,52,6,2,18,1
56453,uk,0,,6,7,6,4,2,3,5,2,2,2,6,5,8,5,2,2,8,2,2,10,5,5,5,4,65,2,54,4,4,11,1
56479,uk,180,480,8,8,3,3,4,7,8,4,6,7,7,5,8,3,1,2,9,3,1,8,8,2,7,7,65,2,30,6,1,15,1
56512,uk,0,60,7,7,5,3,5,7,7,5,5,3,7,5,6,4,4,2,7,1,4,7,7,2,7,4,60,1,64,4,4,16,1
56547,uk,60,,3,3,7,4,0,5,10,2,2,2,5,3,3,5,0,3,5,3,4,10,3,5,7,3,80,1,70,5,3,10,0
56589,uk,60,,5,7,6,1,5,6,7,7,6,2,2,6,9,7,7,2,9,2,1,10,4,0,7,7,80,1,85,,4,10,0
56608,uk,30,120,3,5,7,3,4,0,9,5,3,5,6,7,3,2,2,4,4,2,3,7,5,7,6,4,60,2,32,,3,16,1
56645,uk,30,,4,3,2,3,0,2,4,0,1,0,3,3,3,2,2,1,3,3,3,8,0,0,7,7,70,1,35,6,3,12,0
56669,uk,60,270,7,8,8,3,5,5,7,1,4,2,4,5,7,3,0,1,6,2,2,7,6,1,7,7,65,1,22,6,1,18,1
56716,uk,110,240,6,7,6,2,6,8,8,5,6,4,7,7,9,8,6,4,9,1,1,9,3,4,7,7,70,1,41,6,3,18,1
56740,uk,60,360,8,8,7,2,4,7,7,5,5,4,4,5,7,4,2,1,7,2,3,6,4,5,6,6,70,2,55,4,3,17,1
56745,uk,45,540,8,8,6,2,7,8,9,6,5,4,7,5,9,6,6,3,8,1,1,9,8,6,5,2,70,2,55,,4,22,1
56769,uk,600,120,6,6,6,3,4,4,4,4,4,4,4,7,7,6,6,2,8,2,2,7,7,7,4,6,70,1,83,4,1,7,0
56933,uk,20,60,9,9,7,2,6,7,6,4,5,5,7,6,9,4,3,3,9,2,1,5,7,7,3,1,75,2,55,5,3,17,1
56961,uk,0,600,7,6,8,4,6,6,9,3,3,4,4,5,7,6,7,2,9,1,1,8,8,5,4,6,80,1,36,6,3,23,1
57061,uk,60,,6,7,6,1,7,6,7,5,4,2,5,7,8,8,6,2,8,1,3,8,3,5,7,6,70,1,58,,4,11,0
57122,uk,45,310,3,5,7,2,7,9,9,4,1,4,2,5,10,3,4,4,10,1,1,10,9,0,7,7,65,1,63,,3,14,0
57124,uk,60,180,8,8,8,1,6,7,9,6,6,5,6,5,9,6,6,2,10,2,2,9,7,5,6,6,80,2,49,,3,10,0
57189,uk,120,120,2,5,5,2,5,8,9,5,5,0,7,8,7,9,0,3,9,2,1,10,0,2,4,7,70,1,73,,5,15,0
57212,uk,10,300,3,4,5,4,1,4,6,1,1,1,1,5,8,6,4,3,8,3,2,8,5,0,7,7,0,2,34,6,3,12,1
57220,uk,600,300,5,8,5,3,1,1,0,0,0,0,,5,2,5,5,5,8,3,2,5,5,0,7,7,65,2,22,6,1,11,0
57222,uk,0,150,3,3,4,3,2,9,8,4,3,9,9,1,7,2,2,3,7,2,2,2,4,0,7,7,70,1,46,4,2,18,1
57245,uk,10,60,7,7,5,4,5,8,8,5,5,5,7,3,9,6,7,2,9,2,2,8,7,0,7,7,75,1,49,1,2,11,1
57264,uk,10,,5,5,5,4,6,6,9,3,1,1,7,6,7,4,3,3,7,4,3,7,2,4,5,5,80,2,69,,2,10,0
57286,uk,60,,7,7,7,1,5,5,5,7,7,4,7,10,8,7,7,2,8,3,2,9,0,2,7,5,80,2,84,5,4,10,0
57304,uk,65,,4,7,7,2,5,8,6,6,5,7,8,4,9,3,3,1,10,2,2,10,9,10,3,1,65,1,66,,3,19,0
57367,uk,10,480,6,5,8,2,7,4,4,3,5,2,4,4,8,3,8,3,8,3,4,10,5,7,7,1,62,2,55,4,3,14,0
57373,uk,30,180,7,5,7,2,5,8,9,4,5,4,8,8,9,8,8,3,9,2,2,10,5,2,7,2,80,2,76,5,3,10,0
57426,uk,20,600,6,5,7,2,5,5,8,5,6,4,4,10,10,7,8,3,10,2,1,7,7,7,6,6,75,1,84,5,2,10,0
57433,uk,0,,1,0,0,4,0,0,5,0,0,0,,,6,5,5,3,5,2,4,5,5,0,7,7,0,1,58,6,3,10,0
57450,uk,30,180,5,5,8,4,5,8,8,0,1,1,1,5,9,7,0,1,8,2,2,9,6,5,7,7,80,2,48,,3,14,1
57484,uk,60,240,5,5,6,1,4,4,5,3,4,0,3,7,7,6,5,1,7,2,1,8,3,6,5,3,70,1,78,,4,10,0
57538,uk,60,120,5,5,7,2,5,8,8,5,5,,5,5,7,5,,2,8,1,3,6,4,3,6,2,75,2,51,,3,15,1
57618,uk,120,120,7,5,7,3,8,8,9,5,6,1,10,8,1,6,7,3,1,1,4,8,1,1,7,7,80,1,50,4,3,10,0
57707,uk,120,,5,5,8,1,0,5,9,0,0,9,8,3,7,0,0,2,8,3,3,0,8,6,5,2,70,1,71,,3,16,0
57717,uk,900,720,9,3,5,3,6,8,9,2,3,4,3,5,9,2,5,2,8,2,2,9,7,0,7,7,70,2,30,6,1,17,1
57771,uk,0,540,7,5,6,3,4,2,4,3,2,4,2,3,5,3,5,3,6,1,2,4,3,3,6,4,60,1,26,6,1,21,1
57785,uk,0,180,4,7,9,4,4,7,7,2,2,4,4,5,7,5,3,3,7,2,1,8,8,2,7,7,70,1,55,6,3,11,1
57879,uk,20,90,4,4,3,2,2,3,9,5,3,5,5,5,7,3,2,4,7,2,5,5,5,2,6,6,75,1,46,,3,17,0
57958,uk,0,120,8,8,8,3,3,5,4,0,0,0,0,,8,,3,3,8,1,1,5,0,0,7,7,80,2,33,6,5,13,1
57977,uk,0,60,5,5,5,4,5,5,4,3,5,5,5,5,8,3,4,2,8,2,2,5,2,8,6,1,60,2,40,,1,6,1
57994,uk,60,180,7,7,4,2,7,5,8,7,6,5,4,7,7,4,8,3,7,2,2,8,6,7,4,3,70,2,58,,3,20,1
58013,uk,0,180,5,8,8,3,,,8,5,5,5,,4,6,,5,3,6,2,2,7,5,10,3,1,55,2,32,6,1,7,1
58040,uk,60,120,1,5,7,2,5,3,8,5,3,5,8,9,9,6,7,4,9,3,1,6,1,0,5,7,80,2,65,,5,18,1
58060,uk,45,510,7,7,8,1,6,5,7,4,4,6,7,5,8,3,1,1,8,1,1,6,8,3,7,7,65,1,57,6,3,17,1
58071,uk,1200,120,3,4,4,1,4,10,8,4,3,0,2,5,8,6,4,3,8,2,2,10,4,6,7,6,70,1,72,,2,11,1
58086,uk,10,600,7,5,7,4,5,5,8,4,5,5,5,5,10,5,4,2,10,2,2,7,5,0,7,7,80,1,31,6,3,16,1
58128,uk,60,,6,7,8,2,7,8,9,5,4,1,8,8,7,8,7,3,7,1,3,4,4,1,6,6,70,1,,6,1,14,0
58155,uk,90,420,8,8,5,1,5,8,7,3,3,8,5,3,8,2,3,2,8,1,1,10,10,8,4,2,75,1,29,,3,18,1
58275,uk,900,180,2,10,7,3,0,2,2,1,1,0,0,5,4,3,6,1,10,2,1,4,3,2,7,7,60,2,,6,3,14,1
58304,uk,60,180,8,6,7,2,2,8,7,2,2,8,8,5,8,2,3,1,8,2,1,3,10,2,7,7,70,2,60,,5,17,1
58309,uk,60,300,8,8,8,3,2,5,8,0,0,0,6,3,9,7,3,2,9,2,1,7,7,3,7,7,60,1,45,6,3,13,1
58325,uk,60,180,7,5,8,2,6,8,9,4,4,0,8,,8,5,8,2,9,2,4,10,7,3,6,7,65,2,54,,4,13,1
58351,uk,60,180,3,5,5,2,7,8,9,7,5,9,9,0,9,7,8,2,9,2,1,5,8,1,5,7,75,2,29,6,3,18,1
58391,uk,39,240,6,6,7,3,5,6,9,5,5,5,6,5,7,4,5,1,7,2,2,4,3,0,7,7,65,2,29,6,2,18,1
58427,uk,60,840,2,5,5,2,6,7,7,4,3,5,7,5,7,7,6,4,8,1,2,8,7,0,7,7,70,1,46,,4,14,1
58428,uk,60,60,5,7,5,2,6,7,6,5,5,4,5,6,9,5,6,2,8,2,2,8,6,4,7,7,75,1,75,,3,10,0
58453,uk,180,360,8,8,6,1,7,7,8,5,7,7,8,2,8,4,2,1,8,2,1,7,7,1,6,7,70,1,36,6,1,17,1
58553,uk,15,,8,8,8,2,4,4,9,4,5,4,6,5,8,6,2,1,8,2,3,8,3,5,3,4,85,2,64,,4,16,1
58587,uk,180,,2,8,5,1,0,4,4,2,2,0,6,0,4,4,0,1,7,1,3,5,0,4,7,7,75,1,56,,4,10,1
58594,uk,75,15,7,10,7,1,5,7,5,3,3,6,5,0,10,3,0,1,10,8,2,2,4,0,7,7,70,1,85,5,2,10,0
58622,uk,30,180,7,7,7,2,2,2,2,2,2,2,2,5,8,8,8,1,5,1,2,5,2,1,7,7,65,2,28,6,3,18,1
58646,uk,15,,2,3,2,3,0,4,4,1,2,4,4,,3,4,4,1,3,3,3,3,0,1,7,6,75,1,41,,3,12,1
58676,uk,1200,240,3,4,5,2,6,8,7,2,2,2,2,5,7,8,4,1,7,3,1,8,6,0,7,7,63,1,21,6,3,20,1
58715,uk,60,,0,0,5,3,0,7,7,0,0,0,,1,5,,5,2,5,3,4,10,6,5,7,4,8,1,85,,2,8,0
58739,uk,0,60,4,5,3,4,4,7,7,2,2,2,5,5,7,4,2,2,9,2,1,0,5,3,7,7,70,2,34,6,3,18,1
58746,uk,60,60,6,7,5,3,3,7,8,2,2,,2,3,6,4,4,2,7,2,2,6,6,1,7,7,65,1,68,4,4,13,0
58769,uk,0,,0,1,3,4,0,0,0,0,0,0,0,,5,3,5,2,5,2,2,0,0,0,7,7,80,2,76,,4,11,0
58813,uk,60,300,7,6,6,2,7,8,8,5,5,6,6,4,7,6,5,3,8,2,2,7,7,1,6,6,65,1,33,6,3,21,1
58817,uk,60,60,6,9,7,2,9,9,6,5,4,3,5,7,9,7,5,3,9,2,2,10,7,3,6,7,70,1,70,,4,16,0
58818,uk,120,90,5,5,6,2,3,5,6,1,2,2,2,4,7,1,1,2,8,2,1,8,7,6,3,1,84,2,68,,3,26,0
58862,uk,30,,0,4,8,2,2,5,8,3,3,2,4,8,8,4,2,2,8,2,3,8,4,6,5,6,75,1,,,3,10,0
58905,uk,40,120,5,5,3,3,5,4,6,4,4,5,7,,5,5,1,2,7,3,1,3,3,0,7,7,70,2,36,6,2,15,1
58930,uk,1200,120,2,5,0,3,2,5,7,1,3,1,1,2,10,4,2,1,10,2,3,10,5,2,5,4,65,2,60,,4,11,1
58934,uk,85,,5,7,7,3,4,4,3,4,4,2,5,5,8,4,4,3,9,4,1,10,3,6,6,1,75,2,66,,2,12,0
58964,uk,60,240,7,5,6,1,5,7,8,3,0,6,3,4,7,4,0,1,9,3,3,9,9,8,7,1,80,2,46,6,2,18,0
58990,uk,15,600,0,7,5,3,3,6,7,2,2,0,,7,10,6,3,3,9,3,3,10,3,7,3,,65,1,65,,4,15,1
59028,uk,0,150,4,5,6,2,4,5,7,4,5,5,3,5,7,4,4,2,7,2,4,4,4,3,7,7,70,2,43,1,3,16,0
59051,uk,30,,1,5,4,4,,5,6,3,3,3,3,5,5,1,1,3,5,2,4,6,3,0,7,7,70,2,55,6,3,11,0
59084,uk,30,,5,4,3,1,5,5,6,4,0,0,7,5,9,8,5,2,6,1,2,9,0,5,7,7,75,2,62,1,4,12,0
59105,uk,60,120,3,5,5,2,0,0,3,0,0,0,0,5,10,0,0,2,8,2,2,7,4,5,5,6,70,2,47,,3,13,0
59107,uk,240,240,6,7,7,4,5,7,8,5,5,5,5,5,8,8,7,2,7,2,2,8,9,7,3,3,45,2,28,1,1,12,1
59133,uk,90,0,4,5,7,2,8,8,9,7,6,6,8,6,8,6,7,1,8,2,1,7,7,5,6,7,8,2,16,6,3,12,1
59147,uk,720,,0,5,5,1,4,4,8,0,0,0,4,9,7,7,0,5,5,1,1,10,3,0,7,7,70,1,75,4,3,11,0
59214,uk,60,180,7,7,7,1,4,8,8,4,4,4,6,6,8,8,1,5,8,2,1,9,5,3,5,7,68,2,45,,3,16,1
59236,uk,120,,7,4,6,3,2,5,8,1,1,0,2,5,8,6,6,3,9,2,2,6,2,6,3,2,70,1,79,,3,19,0
